-0.00000	19.45000	75.23000
-6.66667	19.68000	75.77000
-13.33333	20.01000	74.70000
-20.00000	20.11000	74.18000
-26.66667	20.15000	74.47000
-33.33333	20.15000	74.94000
-40.00000	19.97000	75.46000
-46.66667	19.73000	75.78000
-53.33333	19.61000	75.90000
-60.00000	19.70000	76.12000
-66.66667	19.90000	76.48000
-73.33333	19.96000	76.37000
-80.00000	20.01000	74.88000
-86.66667	19.99000	73.31000
-93.33333	19.93000	73.54000
-100.00000	19.90000	74.52000
-106.66667	19.79000	74.14000
-113.33333	19.74000	73.37000
-120.00000	19.65000	72.45000
-126.66667	19.46000	72.18000
-133.33333	19.38000	73.34000
-140.00000	19.43000	72.86000
-146.66667	19.31000	71.80000
-153.33333	19.03000	72.72000
-160.00000	18.82000	73.95000
-166.66667	18.74000	74.35000
-173.33333	18.73000	73.37000
-180.00000	18.58000	72.01000
-186.66667	18.36000	72.14000
-193.33333	18.12000	72.16000
-200.00000	17.85000	71.14000
-206.66667	17.56000	71.62000
-213.33333	17.24000	73.27000
-220.00000	16.86000	73.74000
-226.66667	16.52000	72.82000
-233.33333	16.13000	71.80000
-240.00000	15.65000	71.84000
-246.66667	15.13000	71.93000
-253.33333	14.45000	72.62000
-260.00000	13.73000	73.10000
-266.66667	13.10000	72.86000
-273.33333	12.59000	72.64000
-280.00000	12.10000	72.54000
-286.66667	11.58000	72.71000
-293.33333	11.10000	72.64000
-300.00000	10.61000	73.17000
-306.66667	10.59000	74.40000
-313.33333	11.55000	75.52000
-320.00000	12.75000	75.43000
-326.66667	13.35000	74.39000
-333.33333	13.98000	73.85000
-340.00000	15.39000	74.07000
-346.66667	17.65000	73.99000
-353.33333	20.32000	73.60000
-360.00000	22.74000	73.86000
-366.66667	24.23000	73.93000
-373.33333	24.74000	72.69000
-380.00000	24.42000	71.50000
-386.66667	23.78000	72.24000
-393.33333	23.21000	73.51000
-400.00000	22.68000	74.10000
-406.66667	22.08000	74.06000
-413.33333	21.65000	73.64000
-420.00000	21.38000	72.89000
-426.66667	20.94000	72.60000
-433.33333	20.58000	73.16000
-440.00000	20.40000	73.78000
-446.66667	20.41000	73.93000
-453.33333	20.26000	73.90000
-460.00000	20.08000	74.22000
-466.66667	19.91000	74.55000
-473.33333	19.90000	74.20000
-480.00000	19.89000	72.85000
-486.66667	19.70000	70.57000
-493.33333	19.42000	70.70000
-500.00000	19.40000	71.85000
-506.66667	19.64000	72.17000
-513.33333	19.77000	71.82000
-520.00000	19.71000	70.14000
-526.66667	19.54000	70.42000
-533.33333	19.48000	73.30000
-540.00000	19.55000	74.94000
-546.66667	19.66000	73.94000
-553.33333	19.76000	73.64000
-560.00000	19.79000	75.24000
-566.66667	19.87000	75.48000
-573.33333	19.95000	74.82000
-580.00000	19.99000	74.80000
-586.66667	19.83000	75.64000
-593.33333	19.56000	76.32000
-600.00000	19.43000	76.14000
-606.66667	19.50000	75.95000
-613.33333	19.61000	75.68000
-620.00000	19.78000	74.91000
-626.66667	19.81000	74.78000
-633.33333	19.71000	75.03000
-640.00000	19.67000	73.88000
-646.66667	19.57000	73.43000
-653.33333	19.49000	74.37000
-660.00000	19.52000	74.62000
-666.66667	19.55000	73.89000
-673.33333	19.65000	73.28000
-680.00000	19.72000	72.48000
-686.66667	19.52000	72.29000
-693.33333	19.29000	72.50000
-700.00000	19.32000	71.59000
-706.66667	19.30000	71.48000
-713.33333	19.14000	72.74000
-720.00000	19.03000	73.44000
-726.66667	19.05000	73.56000
-733.33333	19.09000	73.80000
-740.00000	19.18000	73.73000
-746.66667	19.33000	74.05000
-753.33333	19.41000	74.39000
-760.00000	19.50000	74.42000
-766.66667	19.65000	73.48000
-773.33333	19.63000	72.16000
-780.00000	19.53000	71.77000
-786.66667	19.48000	72.12000
-793.33333	19.28000	73.48000
-800.00000	19.13000	73.71000
-806.66667	19.14000	72.56000
-813.33333	19.26000	73.64000
-820.00000	19.52000	74.79000
-826.66667	19.51000	74.61000
-833.33333	19.34000	74.49000
