-0.00000	19.41000	79.02000
-6.66667	19.37000	79.01000
-13.33333	19.35000	79.06000
-20.00000	19.36000	78.74000
-26.66667	19.38000	78.28000
-33.33333	19.50000	78.60000
-40.00000	19.82000	78.33000
-46.66667	20.16000	78.18000
-53.33333	20.15000	77.59000
-60.00000	19.88000	77.05000
-66.66667	19.72000	77.90000
-73.33333	19.71000	78.04000
-80.00000	19.73000	77.59000
-86.66667	19.69000	77.64000
-93.33333	19.62000	77.86000
-100.00000	19.57000	77.46000
-106.66667	19.61000	76.91000
-113.33333	19.53000	77.02000
-120.00000	19.54000	77.60000
-126.66667	19.60000	77.89000
-133.33333	19.50000	77.28000
-140.00000	19.45000	76.50000
-146.66667	19.44000	76.56000
-153.33333	19.32000	76.65000
-160.00000	19.21000	76.57000
-166.66667	19.12000	76.82000
-173.33333	18.98000	76.97000
-180.00000	18.85000	77.42000
-186.66667	18.70000	77.33000
-193.33333	18.60000	76.80000
-200.00000	18.46000	77.11000
-206.66667	18.31000	77.19000
-213.33333	18.13000	77.17000
-220.00000	17.98000	77.63000
-226.66667	17.88000	78.18000
-233.33333	17.65000	79.00000
-240.00000	17.35000	78.98000
-246.66667	17.05000	77.70000
-253.33333	16.82000	76.42000
-260.00000	16.43000	76.99000
-266.66667	15.89000	78.46000
-273.33333	15.34000	78.81000
-280.00000	14.80000	78.84000
-286.66667	14.19000	78.57000
-293.33333	13.50000	77.89000
-300.00000	12.72000	77.61000
-306.66667	12.41000	77.52000
-313.33333	12.98000	77.13000
-320.00000	13.37000	76.54000
-326.66667	13.70000	76.55000
-333.33333	14.59000	77.59000
-340.00000	15.97000	78.45000
-346.66667	17.67000	78.50000
-353.33333	19.77000	78.91000
-360.00000	22.60000	79.34000
-366.66667	26.25000	78.93000
-373.33333	28.49000	77.66000
-380.00000	27.85000	76.12000
-386.66667	26.01000	73.79000
-393.33333	24.29000	73.22000
-400.00000	22.95000	74.93000
-406.66667	22.36000	75.90000
-413.33333	22.22000	75.72000
-420.00000	22.00000	75.05000
-426.66667	21.83000	74.48000
-433.33333	21.92000	74.90000
-440.00000	22.02000	75.24000
-446.66667	21.81000	75.79000
-453.33333	21.59000	76.08000
-460.00000	21.43000	76.02000
-466.66667	21.25000	77.29000
-473.33333	21.03000	78.03000
-480.00000	20.99000	77.97000
-486.66667	21.04000	77.62000
-493.33333	21.08000	77.20000
